Leaf	All	Syn	Mis	ORF10syn	ORF10mis
hCoV-19/mink/USA/UT-CDC-4455718-001/2021|EPI_ISL_9936904|2021-10-04|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-CDC-4455652-001/2021|EPI_ISL_9936888|2021-10-03|B.1	11	5	6	0	0
hCoV-19/mink/USA/UT-CDC-4455722-001/2021|EPI_ISL_10026510|2021-10-04|B.1	11	5	6	0	0
hCoV-19/mink/USA/UT-CDC-4455672-001/2021|EPI_ISL_9936917|2021-10-08|B.1	12	5	7	0	0
hCoV-19/mink/USA/UT-CDC-4455673-001/2021|EPI_ISL_9936916|2021-10-08|B.1	12	5	7	0	0
hCoV-19/mink/USA/UT-CDC-4455668-001/2021|EPI_ISL_9936913|2021-10-06|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-CDC-4455702-001/2021|EPI_ISL_10026511|2021-10-02|B.1	11	5	6	0	0
hCoV-19/mink/USA/UT-CDC-4455647-001/2021|EPI_ISL_9936884|2021-10-03|B.1	13	6	7	0	0
hCoV-19/mink/USA/UT-CDC-4455765-001/2021|EPI_ISL_9936866|2021-10-02|B.1	12	6	6	0	0
hCoV-19/mink/USA/UT-CDC-4455764-001/2021|EPI_ISL_9936867|2021-10-02|B.1	12	6	6	0	0
hCoV-19/mink/USA/UT-CDC-4455648-001/2021|EPI_ISL_9936883|2021-10-03|B.1	12	6	6	0	0
hCoV-19/mink/USA/UT-CDC-4455666-001/2021|EPI_ISL_9936911|2021-10-06|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-CDC-4168074-001/2020|EPI_ISL_9936848|2020-10-04|B.1	12	4	8	0	0
hCoV-19/mink/USA/UT-CDC-4455674-001/2021|EPI_ISL_9936918|2021-10-08|B.1	13	6	7	0	0
hCoV-19/mink/USA/UT-CDC-4168068-001/2020|EPI_ISL_9936846|2020-10-02|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-CDC-4455667-001/2021|EPI_ISL_9936910|2021-10-06|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-CDC-4455649-001/2021|EPI_ISL_9936885|2021-10-03|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-CDC-4455724-001/2021|EPI_ISL_9936908|2021-10-06|B.1	10	4	6	0	0
hCoV-19/mink/USA/UT-20-027447-004/2020|EPI_ISL_2834943|2020-09-22|B.1	10	4	6	0	0
hCoV-19/mink/USA/UT-CDC-4455654-001/2021|EPI_ISL_9936890|2021-10-03|B.1	10	4	6	0	0
hCoV-19/mink/USA/UT-20-027447-002/2020|EPI_ISL_2834942|2020-09-22|B.1	10	4	6	0	0
hCoV-19/mink/USA/UT-CDC-4168073-001/2020|EPI_ISL_9936847|2020-10-04|B.1	10	4	6	0	0
hCoV-19/mink/USA/UT-CDC-4455720-001/2021|EPI_ISL_9936905|2021-10-04|B.1	10	4	6	0	0
hCoV-19/mink/USA/UT-CDC-4455698-001/2021|EPI_ISL_9936871|2021-10-02|B.1	10	4	6	0	0
hCoV-19/mink/USA/UT-CDC-4455721-001/2021|EPI_ISL_9936906|2021-10-04|B.1	10	4	6	0	0
hCoV-19/mink/USA/UT-CDC-4455725-001/2021|EPI_ISL_9936909|2021-10-06|B.1	10	4	6	0	0
hCoV-19/mink/USA/UT-20-026330-006/2020|EPI_ISL_2834941|2020-09-14|B.1	9	4	5	0	0
hCoV-19/mink/USA/UT-CDC-4455670-001/2021|EPI_ISL_9936914|2021-10-08|B.1	9	4	5	0	0
hCoV-19/mink/USA/UT-20-027448-002/2020|EPI_ISL_2834944|2020-09-22|B.1	9	4	5	0	0
hCoV-19/mink/USA/UT-CDC-4455705-001/2021|EPI_ISL_10026509|2021-10-02|B.1	9	4	5	0	0
hCoV-19/mink/USA/UT-20-028674-005/2020|EPI_ISL_2834690|2020-10-01|B.1	9	4	5	0	0
hCoV-19/mink/USA/UT-20-027448-004/2020|EPI_ISL_2834945|2020-09-22|B.1	9	4	5	0	0
hCoV-19/mink/USA/UT-20-028674-001/2020|EPI_ISL_2834689|2020-10-01|B.1	9	4	5	0	0
hCoV-19/USA/OH-ODH-SC22455/2020|EPI_ISL_959417|2020-03-29|B.1.37	5	1	4	0	0
hCoV-19/USA/OH-ODH-SC152424/2020|EPI_ISL_1180233|2020-11-06|B.1.564	21	10	10	0	0
hCoV-19/USA/OH-ODH-SC155525/2020|EPI_ISL_1224945|2020-11-10|B.1.564	21	10	10	0	0
hCoV-19/USA/OH-ODH-SC152500/2020|EPI_ISL_1181699|2020-11-06|B.1.564	21	10	10	0	0
hCoV-19/USA/OH-21AM-021CO01281/2021|EPI_ISL_2140830|2021-01-21|B.1.438.4	19	7	12	0	0
hCoV-19/USA/OH-CDC-STM-A100170/2021|EPI_ISL_850870|2021-01-04|B.1.438.4	19	7	12	0	0
hCoV-19/USA/OH-ODH-SC0068256/2020|EPI_ISL_2652111|2020-07-25|B.1.443	9	3	6	0	0
hCoV-19/USA/OH-ODH-SC35549/2020|EPI_ISL_776869|2020-04-26|B.1	7	4	3	0	0
hCoV-19/USA/OH-ODH-SC51136/2020|EPI_ISL_846655|2020-07-04|B.1.385	9	3	6	0	0
hCoV-19/USA/OH-ODH-SC51135/2020|EPI_ISL_846651|2020-07-04|B.1.385	9	3	6	0	0
hCoV-19/USA/OH-CDC-QDX23210345/2021|EPI_ISL_1479989|2021-03-22|B.1.111	20	8	12	0	0
hCoV-19/USA/ND-USAFSAM-S0083/2021|EPI_ISL_982529|2021-01-13|B.1.36.31	21	9	11	0	1
hCoV-19/USA/OH-CDC-QDX23354992/2021|EPI_ISL_1582104|2021-03-26|B.1.36.29	26	9	16	0	0
hCoV-19/USA/OH-CDC-QDX23355322/2021|EPI_ISL_4369278|2021-03-26|B.1.36.29	25	9	15	0	0
hCoV-19/USA/OH-CDC-ASC210035392/2021|EPI_ISL_4363376|2021-04-28|B.1.36.29	29	10	18	0	0
hCoV-19/USA/OH-CDC-ASC210035394/2021|EPI_ISL_4360213|2021-04-28|B.1.36.29	28	10	17	0	0
hCoV-19/USA/OH-21AM-023CO01039/2021|EPI_ISL_3247483|2021-01-23|B.1.110.3	18	8	10	0	0
hCoV-19/USA/OH-21AM-048CO04778/2021|EPI_ISL_2443781|2021-02-17|B.1.110.3	16	7	9	0	0
hCoV-19/USA/OH-21AM-030CO02766/2021|EPI_ISL_2378638|2021-01-30|B.1.110.3	16	7	9	0	0
hCoV-19/USA/OH-21AM-028CO04947/2021|EPI_ISL_2378639|2021-01-28|B.1.110.3	15	7	8	0	0
hCoV-19/USA/OH-21AM-006CO01608/2021|EPI_ISL_2202675|2021-01-06|B.1.110.3	11	5	6	0	0
hCoV-19/USA/OH-21AM-006CO01609/2021|EPI_ISL_2202673|2021-01-06|B.1.110.3	11	5	6	0	0
hCoV-19/USA/OH-CDC-22029535/2021|EPI_ISL_1291907|2021-02-11|B.1.110.3	22	8	14	0	0
hCoV-19/USA/OH-CDC-QDX22029535/2021|EPI_ISL_1159403|2021-02-11|B.1.110.3	22	8	14	0	0
hCoV-19/USA/OH-ODH-SC0066610/2020|EPI_ISL_2645375|2020-07-23|B.1.110.3	6	2	4	0	0
hCoV-19/USA/OH-ODH-SC35963/2020|EPI_ISL_819127|2020-04-30|B.1.320	4	2	2	0	0
hCoV-19/USA/OH-ODH-SC22321/2020|EPI_ISL_959381|2020-03-28|B.1.320	5	1	4	0	0
hCoV-19/USA/OH-ODH-SC0022062/2020|EPI_ISL_2625733|2020-03-25|B.1.119	4	1	3	0	0
hCoV-19/USA/OH-ODH-SC22228/2020|EPI_ISL_940860|2020-03-27|B.1	3	1	2	0	0
hCoV-19/USA/OH-21AM-022CO02680/2021|EPI_ISL_3247485|2021-01-22|B.1.578	20	7	13	0	0
hCoV-19/USA/OH-ODH-SC35340/2020|EPI_ISL_780422|2020-04-24|B.1	5	0	5	0	0
hCoV-19/USA/OH-ODH-SC0067415/2020|EPI_ISL_2645379|2020-07-23|B.1.293	7	1	6	0	0
hCoV-19/USA/OH-ODH-SC1033459A/2021|EPI_ISL_1084605|2021-01-18|B.1.306	13	4	9	1	0
hCoV-19/USA/OH-ODH-SC1033062/2021|EPI_ISL_1082888|2021-01-18|B.1.306	13	4	9	1	0
hCoV-19/USA/OH-ODH-SC1033334/2021|EPI_ISL_1083590|2021-01-18|B.1.306	13	4	9	1	0
hCoV-19/USA/OH-ODH-SC0064609/2020|EPI_ISL_2644766|2020-07-21|B.1.340	7	0	7	0	0
hCoV-19/USA/OH-OSU-20AM-356CO00852/2020|EPI_ISL_1915604|2020-12-21|B.1.324	10	4	6	0	0
hCoV-19/USA/OH-CDC-STM-000038683/2021|EPI_ISL_1512508|2021-03-18|B.1.324	9	3	6	0	0
hCoV-19/USA/OH-CDC-STM-000037267/2021|EPI_ISL_1479274|2021-03-16|B.1.324	9	3	6	0	0
hCoV-19/USA/OH-CDC-22028082/2021|EPI_ISL_1291921|2021-02-11|B.1.324	8	3	5	0	0
hCoV-19/USA/OH-CDC-QDX22028082/2021|EPI_ISL_1159417|2021-02-11|B.1.324	8	3	5	0	0
hCoV-19/USA/OH-CDC-2-4195173/2020|EPI_ISL_1711775|2020-12-31|B.1.324	7	2	5	0	0
hCoV-19/USA/OH-ODH-SC35177/2020|EPI_ISL_778862|2020-04-23|B.1	5	1	4	0	0
hCoV-19/USA/OH-USAFSAM-S043/2020|EPI_ISL_512808|2020-03-27|B.1.319	4	1	3	0	0
hCoV-19/USA/OH-ODH-SC34332/2020|EPI_ISL_789104|2020-04-20|B.1.319	5	1	4	0	0
hCoV-19/USA/OH-ODH-SC043322/2020|EPI_ISL_2462403|2020-06-12|B.1.319	6	1	5	0	0
hCoV-19/USA/OH-ODH-SC042974/2020|EPI_ISL_2462068|2020-06-07|B.1.319	6	1	5	0	0
hCoV-19/USA/OH-ODH-SC50863/2020|EPI_ISL_846599|2020-07-03|B.1.319	6	1	5	0	0
hCoV-19/USA/OH-ODH-SC21723/2020|EPI_ISL_935521|2020-03-21|B.1.319	4	0	4	0	0
hCoV-19/USA/OH-21AM-013CO00466/2021|EPI_ISL_2100803|2021-01-13|B.1.337	19	9	10	0	0
hCoV-19/USA/OH-21AM-018CO00379/2021|EPI_ISL_2100911|2021-01-18|B.1.541	18	7	10	0	0
hCoV-19/USA/OH-ODH-SC35339/2020|EPI_ISL_780421|2020-04-24|B.1.413	7	2	5	0	0
hCoV-19/USA/OH-ODH-SC35555/2020|EPI_ISL_776773|2020-04-26|B.1.413	5	1	4	0	0
hCoV-19/USA/OH-ODH-SC35428/2020|EPI_ISL_778818|2020-04-25|B.1.413	7	3	4	0	0
hCoV-19/USA/OH-ODH-SC036728/2020|EPI_ISL_1545442|2020-05-04|B.1.413	5	2	3	0	0
hCoV-19/USA/OH-ODH-SC36043/2020|EPI_ISL_824333|2020-04-30|B.1.413	5	2	3	0	0
hCoV-19/USA/OH-ODH-SC036415/2020|EPI_ISL_1463543|2020-05-01|B.1.413	4	1	3	0	0
hCoV-19/USA/OH-ODH-SC036420/2020|EPI_ISL_1468405|2020-05-01|B.1.413	4	1	3	0	0
hCoV-19/USA/OH-ODH-SC35551/2020|EPI_ISL_776774|2020-04-26|B.1.413	4	1	3	0	0
hCoV-19/USA/OH-ODH-SC36056/2020|EPI_ISL_824385|2020-04-30|B.1.413	4	1	3	0	0
hCoV-19/USA/OH-ODH-SC35118/2020|EPI_ISL_778857|2020-04-23|B.1.413	4	1	3	0	0
hCoV-19/USA/OH-21AM-028CO01606/2021|EPI_ISL_2312809|2021-01-28|B.1.448	15	6	9	0	0
hCoV-19/USA/OH-ODH-SC1032261/2021|EPI_ISL_1056955|2021-01-13|B.1.448	14	6	8	0	0
hCoV-19/USA/OH-CDC-QDX22052771/2021|EPI_ISL_1159558|2021-02-15|B.1.448	14	6	8	0	0
hCoV-19/USA/OH-CDC-22052771/2021|EPI_ISL_1292062|2021-02-15|B.1.448	14	6	8	0	0
hCoV-19/USA/OH-21AM-023CO01741/2021|EPI_ISL_2312728|2021-01-23|B.1.448	13	6	7	0	0
hCoV-19/USA/OH-CDC-QDX22031110/2021|EPI_ISL_1159470|2021-02-14|B.1.448	19	10	9	0	0
hCoV-19/USA/OH-CDC-22031110/2021|EPI_ISL_1291974|2021-02-14|B.1.448	19	10	9	0	0
hCoV-19/USA/OH-CDC-LC0027354/2021|EPI_ISL_1339795|2021-03-09|B.1.448	20	9	11	0	0
hCoV-19/USA/OH-CDC-QDX21867096/2021|EPI_ISL_1090967|2021-02-07|B.1.448	19	10	9	0	0
hCoV-19/USA/OH-CDC-QDX21487974/2021|EPI_ISL_1086900|2021-01-24|B.1.448	17	9	8	0	0
hCoV-19/USA/OH-USAFSAM-S0392/2021|EPI_ISL_1036831|2021-01-29|B.1.564	17	9	8	0	0
hCoV-19/USA/OH-ODH-SC50920/2020|EPI_ISL_846629|2020-07-03|B.1.369	10	4	6	0	0
hCoV-19/USA/OH-ODH-SC0059571/2020|EPI_ISL_2626442|2020-07-16|B.1.369	12	5	7	0	0
hCoV-19/USA/OH-ODH-SC055957/2020|EPI_ISL_2484158|2020-07-14|B.1.369	12	5	7	0	0
hCoV-19/USA/OH-21AM-017CO00069/2021|EPI_ISL_2100906|2021-01-17|B.1.369	12	3	9	0	0
hCoV-19/USA/OH-21AM-008CO00273/2021|EPI_ISL_2100727|2021-01-08|B.1.369	12	3	9	0	0
hCoV-19/USA/OH-21AM-014CO00195/2021|EPI_ISL_2100824|2021-01-14|B.1.369	12	3	9	0	0
hCoV-19/USA/OH-21AM-011CO00581/2021|EPI_ISL_2100753|2021-01-11|B.1.369	12	3	9	0	0
hCoV-19/USA/OH-ODH-SC049561/2020|EPI_ISL_2464385|2020-06-30|B.1.369	8	2	6	0	0
hCoV-19/USA/OH-USAFSAM-S0162/2021|EPI_ISL_982566|2021-01-04|B.1.564	20	12	8	0	0
hCoV-19/USA/OH-USAFSAM-S0090/2021|EPI_ISL_982567|2021-01-13|B.1.564	20	11	9	0	0
hCoV-19/USA/OH-ODH-SC149745/2020|EPI_ISL_1165442|2020-11-03|B.1.564	15	9	6	0	0
hCoV-19/USA/OH-ODH-SC149736/2020|EPI_ISL_1164946|2020-11-03|B.1.564	14	9	5	0	0
hCoV-19/USA/OH-ODH-SC149737/2020|EPI_ISL_1165135|2020-03-11|B.1.564	14	9	5	0	0
hCoV-19/USA/OH-ODH-SC149739/2020|EPI_ISL_1165142|2020-11-03|B.1.564	14	9	5	0	0
hCoV-19/USA/OH-ODH-SC0070498/2020|EPI_ISL_2653074|2020-07-29|B.1.576	13	5	8	0	0
hCoV-19/USA/OH-ODH-SC51855/2020|EPI_ISL_860256|2020-07-08|B.1.576	10	3	7	0	0
hCoV-19/USA/OH-ODH-SC51848/2020|EPI_ISL_852626|2020-07-08|B.1.576	10	3	7	0	0
hCoV-19/USA/OH-ODH-SC51738/2020|EPI_ISL_852625|2020-07-08|B.1.509	9	2	7	0	0
hCoV-19/USA/OH-ODH-SC0062035/2020|EPI_ISL_2642148|2020-07-18|B.1.509	8	2	6	0	0
hCoV-19/USA/OH-ODH-SC0062270/2020|EPI_ISL_2642544|2020-07-17|B.1.509	10	3	7	0	0
hCoV-19/USA/OH-ODH-SC053201/2020|EPI_ISL_2479502|2020-07-11|B.1.509	8	2	6	0	0
hCoV-19/USA/OH-ODH-SC0168560/2020|EPI_ISL_2588640|2020-11-28|B.1.509	16	4	12	0	0
hCoV-19/USA/OH-ODH-SC51224/2020|EPI_ISL_847828|2020-07-04|B.1.509	7	1	6	0	0
hCoV-19/USA/OH-ODH-SC048502/2020|EPI_ISL_2464279|2020-06-29|B.1.506	10	3	7	0	0
hCoV-19/USA/OH-ODH-SC0068771/2020|EPI_ISL_2652113|2020-07-24|B.1.503	7	1	6	0	0
hCoV-19/USA/OH-USAFSAM-S264/2020|EPI_ISL_812594|2020-08-07|B.1.503	9	1	8	0	0
hCoV-19/USA/OH-ODH-SC0067986/2020|EPI_ISL_2652110|2020-07-23|B.1.3	11	5	6	1	0
hCoV-19/USA/OH-ODH-SC0067546/2020|EPI_ISL_2652005|2020-07-23|B.1.3	11	5	6	1	0
hCoV-19/USA/OH-ODH-SC054202/2020|EPI_ISL_2482302|2020-07-12|B.1.3	11	6	5	0	0
hCoV-19/USA/OH-ODH-SC51458/2020|EPI_ISL_847842|2020-07-06|B.1.3	10	4	6	0	0
hCoV-19/USA/OH-ODH-SC35076/2020|EPI_ISL_775605|2020-04-23|B.1	3	0	3	0	0
hCoV-19/USA/OH-21AM-078CO01500/2021|EPI_ISL_2200071|2021-03-19|B.1.623	14	5	9	0	0
hCoV-19/USA/OH-21AM-082CO04945/2021|EPI_ISL_2200118|2021-03-23|B.1.623	19	6	13	0	0
hCoV-19/USA/OH-UHTL-554/2021|EPI_ISL_1714781|2021-04-13|B.1.623	32	14	18	0	0
hCoV-19/USA/OH-21AM-053CO03755/2021|EPI_ISL_2436469|2021-02-22|B.1.623	23	7	16	0	0
hCoV-19/USA/OH-21AM-076CO05397/2021|EPI_ISL_3247475|2021-03-17|B.1.623	22	7	15	0	0
hCoV-19/USA/OH-21AM-062CO01034/2021|EPI_ISL_2434989|2021-03-03|B.1.623	21	7	14	0	0
hCoV-19/USA/OH-21AM-084CO02701/2021|EPI_ISL_2443780|2021-03-25|B.1.623	21	7	14	0	0
hCoV-19/USA/OH-21AM-076CO03068/2021|EPI_ISL_3247474|2021-03-17|B.1.623	21	7	14	0	0
hCoV-19/USA/OH-21AM-088CO00255/2021|EPI_ISL_2443779|2021-03-29|B.1.623	21	7	14	0	0
hCoV-19/USA/OH-21AM-084CO04904/2021|EPI_ISL_2443778|2021-03-25|B.1.623	21	7	14	0	0
hCoV-19/USA/OH-21AM-095CO04378/2021|EPI_ISL_2153779|2021-04-05|B.1.575	22	7	15	0	0
hCoV-19/USA/OH-UHTL-705/2021|EPI_ISL_2091055|2021-04-29|B.1.575	19	5	14	0	0
hCoV-19/USA/OH-UHTL-774/2021|EPI_ISL_2193415|2021-05-13|B.1.575	16	5	11	0	0
hCoV-19/USA/OH-CDC-ASC210013849/2021|EPI_ISL_1525117|2021-03-21|B.1.575	18	6	12	0	0
hCoV-19/USA/OH-CDC-ASC210024460/2021|EPI_ISL_1686733|2021-03-27|B.1.575	18	5	13	0	0
hCoV-19/USA/OH-CDC-ASC210005711/2021|EPI_ISL_1560293|2021-03-13|B.1.575	18	4	14	0	0
hCoV-19/USA/OH-21AM-043CO03631/2021|EPI_ISL_2153766|2021-02-12|B.1.575	17	4	13	0	0
hCoV-19/USA/OH-21AM-046CO01460/2021|EPI_ISL_2200117|2021-02-15|B.1.575	17	4	13	0	0
hCoV-19/USA/OH-21AM-062CO04370/2021|EPI_ISL_2399629|2021-03-03|B.1.575	17	4	13	0	0
hCoV-19/USA/OH-21AM-060CO01101/2021|EPI_ISL_2399557|2021-03-01|B.1.575	16	4	12	0	0
hCoV-19/USA/OH-CDC-ASC210236505/2021|EPI_ISL_3848863|2021-07-30|B.1.632	45	14	31	0	1
hCoV-19/USA/OH-CDC-ASC210241993/2021|EPI_ISL_3817320|2021-07-23|B.1.632	44	13	31	0	1
hCoV-19/USA/OH-CDC-ASC210241992/2021|EPI_ISL_3817319|2021-07-23|B.1.632	44	13	31	0	1
hCoV-19/USA/OH-UHTL-1077/2021|EPI_ISL_3914779|2021-07-03|B.1.621.1	29	6	23	0	0
hCoV-19/USA/OH-UHTL-1005/2021|EPI_ISL_2661542|2021-06-07|B.1.621	32	9	23	0	0
hCoV-19/USA/OH-UHTL-1036/2021|EPI_ISL_3462092|2021-06-18|B.1.621	35	9	26	0	0
hCoV-19/USA/OH-UHTL-1035/2021|EPI_ISL_3462091|2021-06-15|B.1.621	34	9	25	0	0
hCoV-19/USA/OH-CDC-ASC210154646/2021|EPI_ISL_4362994|2021-06-28|B.1.621	27	5	22	0	0
hCoV-19/USA/OH-CDC-ASC210059331/2021|EPI_ISL_4360638|2021-05-05|B.1.621	29	5	24	0	0
hCoV-19/USA/OH-21AM-193CO00151/2021|EPI_ISL_3219140|2021-07-12|B.1.621	32	7	25	0	0
hCoV-19/USA/OH-21AM-092CO00583/2021|EPI_ISL_3247479|2021-04-02|B.1.621	28	6	22	0	0
hCoV-19/USA/OH-CDC-ASC210061382/2021|EPI_ISL_4362605|2021-05-09|B.1.621	33	11	22	0	0
hCoV-19/USA/OH-CDC-ASC210063030/2021|EPI_ISL_4360703|2021-05-13|B.1.621	34	11	23	0	0
hCoV-19/USA/OH-CDC-ASC210153837/2021|EPI_ISL_4365306|2021-06-22|B.1.621	31	10	21	0	0
hCoV-19/USA/OH-CDC-ASC210127534/2021|EPI_ISL_4910180|2021-09-04|B.1.621.2	40	12	28	0	0
hCoV-19/USA/OH-JML-NCH263/2021|EPI_ISL_3230746|2021-07-07|B.1.621.1	34	10	24	0	0
hCoV-19/USA/OH-CDC-ASC210201895/2021|EPI_ISL_3849968|2021-07-30|B.1.621.1	37	10	27	0	0
hCoV-19/USA/OH-CDC-FG-092668/2021|EPI_ISL_4034883|2021-08-16|BB.2	37	10	27	0	0
hCoV-19/USA/OH-CDC-ASC210055228/2021|EPI_ISL_4361670|2021-04-09|B.1.621.1	33	8	25	0	0
hCoV-19/USA/OH-CDC-QDX24603919/2021|EPI_ISL_4374048|2021-05-03|B.1.621.1	34	10	24	0	0
hCoV-19/USA/OH-ODH-SC1056792/2021|EPI_ISL_2876172|2021-04-30|B.1.621.1	34	10	24	0	0
hCoV-19/USA/OH-CDC-LC0005659/2021|EPI_ISL_1022352|2021-01-15|B.1.298	15	4	11	0	0
hCoV-19/USA/OH-21AM-026CO03627/2021|EPI_ISL_2312765|2021-01-26|B.1.298	11	2	9	0	0
hCoV-19/USA/OH-ODH-SC1033606/2021|EPI_ISL_1084823|2021-01-19|B.1.298	10	2	8	0	0
hCoV-19/USA/OH-CDC-STM-000023367/2021|EPI_ISL_1261989|2021-02-24|B.1.311	16	4	12	0	0
hCoV-19/USA/OH-21AM-015CO01291/2021|EPI_ISL_2100883|2021-01-15|B.1.311	15	3	12	0	0
hCoV-19/USA/OH-ODH-SC0167512/2020|EPI_ISL_2588625|2020-11-27|B.1.311	17	3	13	0	0
hCoV-19/USA/OH-ODH-SC0158477/2020|EPI_ISL_2558047|2020-11-13|B.1.311	16	2	13	0	0
hCoV-19/USA/OH-ODH-SC0165247/2020|EPI_ISL_2578646|2020-11-23|B.1.311	14	5	9	0	0
hCoV-19/USA/OH-ODH-SC0156796/2020|EPI_ISL_2557243|2020-11-12|B.1.311	12	4	8	0	0
hCoV-19/USA/OH-21AM-020CO01339/2021|EPI_ISL_2100963|2021-01-20|B.1.311	14	3	11	0	0
hCoV-19/USA/OH-21AM-070CO00625/2021|EPI_ISL_2382487|2021-03-11|B.1.311	19	4	15	0	0
hCoV-19/USA/OH-CDC-STM-000008187/2021|EPI_ISL_978777|2021-01-07|B.1.311	15	3	12	0	0
hCoV-19/USA/OH-CDC-2-3845403/2021|EPI_ISL_1094522|2021-01-21|B.1.311	15	5	10	1	0
hCoV-19/deer/USA/IA-200069/2020|EPI_ISL_5804716|2020-12-05|B.1	22	6	15	0	1
hCoV-19/deer/USA/IA-201794/2020|EPI_ISL_5804728|2020-12-06|B.1.311	20	8	12	0	0
hCoV-19/deer/USA/IA-200569/2020|EPI_ISL_5804719|2020-12-05|B.1.311	19	7	12	0	0
hCoV-19/deer/USA/IA-200866/2021|EPI_ISL_5804726|2021-01-09|B.1.311	20	8	12	0	0
hCoV-19/deer/USA/IA-200192/2020|EPI_ISL_6425277|2020-12-08|B.1	28	10	18	0	0
hCoV-19/deer/USA/IA-201788/2020|EPI_ISL_6425273|2020-12-06|B.1	31	12	19	0	0
hCoV-19/deer/USA/IA-200568/2020|EPI_ISL_5804718|2020-12-05|B.1.311	23	10	13	0	0
hCoV-19/deer/USA/IA-200193/2020|EPI_ISL_5804743|2020-12-08|B.1.311	29	15	14	0	0
hCoV-19/deer/USA/IA-200194/2020|EPI_ISL_5804751|2020-12-08|B.1.311	22	11	11	0	0
hCoV-19/deer/USA/IA-200191/2020|EPI_ISL_5804724|2020-12-08|B.1.311	23	12	11	0	0
hCoV-19/deer/USA/IA-200772/2020|EPI_ISL_5804723|2020-12-05|B.1.311	28	16	12	0	0
hCoV-19/deer/USA/IA-200444/2021|EPI_ISL_6425287|2021-01-09|B.1.311	31	16	15	0	0
hCoV-19/deer/USA/IA-200443/2021|EPI_ISL_5804774|2021-01-09|B.1.311	31	16	15	0	0
hCoV-19/deer/USA/IA-200567/2020|EPI_ISL_6425280|2020-12-05|B.1.311	25	10	15	0	0
hCoV-19/deer/USA/IA-200574/2020|EPI_ISL_6425278|2020-12-05|B.1.311	25	14	11	0	0
hCoV-19/deer/USA/IA-200195/2020|EPI_ISL_6425281|2020-12-08|B.1.311	28	13	14	0	0
hCoV-19/deer/USA/IA-200573/2020|EPI_ISL_6425271|2020-12-05|B.1.311	26	12	14	0	0
hCoV-19/deer/USA/IA-200442/2021|EPI_ISL_5804765|2021-01-09|B.1.311	21	10	11	0	0
hCoV-19/deer/USA/IA-200571/2020|EPI_ISL_5804721|2020-12-05|B.1.311	21	11	10	0	0
hCoV-19/deer/USA/IA-200862/2021|EPI_ISL_5804725|2021-01-09|B.1.311	28	14	14	0	0
hCoV-19/deer/USA/IA-200570/2020|EPI_ISL_5804720|2020-12-05|B.1.311	24	12	12	0	1
hCoV-19/deer/USA/IA-200566/2020|EPI_ISL_5804717|2020-12-05|B.1.311	24	12	12	0	1
hCoV-19/deer/USA/IA-200572/2020|EPI_ISL_5804722|2020-12-05|B.1.311	19	9	10	0	0
hCoV-19/USA/OH-21AM-036CO00261/2021|EPI_ISL_2312893|2021-02-05|B.1.362	20	8	11	0	0
hCoV-19/USA/OH-21AM-026CO04944/2021|EPI_ISL_2312770|2021-01-26|B.1.362	18	8	9	0	0
hCoV-19/USA/OH-UHTL-188/2021|EPI_ISL_1240754|2021-03-08|B.1.637	20	3	17	0	0
hCoV-19/USA/OH-UHTL-127/2021|EPI_ISL_1240759|2021-02-11|B.1.637	22	2	20	0	1
hCoV-19/USA/OH-UHTL-359/2021|EPI_ISL_1472389|2021-03-25|B.1.637	24	3	21	0	0
hCoV-19/USA/OH-UHTL-557/2021|EPI_ISL_1714784|2021-04-13|B.1.637	23	4	19	0	0
hCoV-19/USA/OH-CDC-ASC210000450/2021|EPI_ISL_4960975|2021-03-02|B.1.637	28	6	22	0	0
hCoV-19/USA/OH-21AM-090CO00611/2021|EPI_ISL_3246216|2021-03-31|B.1.637	26	3	23	0	0
hCoV-19/USA/OH-UHTL-951/2021|EPI_ISL_2547298|2021-05-18|B.1.637	29	4	23	0	0
hCoV-19/USA/OH-UHTL-772/2021|EPI_ISL_2193413|2021-05-13|B.1.637	30	5	23	0	0
hCoV-19/USA/OH-UHTL-754/2021|EPI_ISL_2193395|2021-05-11|B.1.637	30	4	24	0	0
hCoV-19/USA/OH-UHTL-753/2021|EPI_ISL_2193394|2021-05-11|B.1.637	35	6	27	0	0
hCoV-19/USA/OH-UHTL-771/2021|EPI_ISL_2193412|2021-05-13|B.1.526	17	3	14	0	1
hCoV-19/USA/OH-UHTL-775/2021|EPI_ISL_2193416|2021-05-13|B.1.526	18	4	14	0	0
hCoV-19/USA/OH-21AM-093CO00200/2021|EPI_ISL_2153777|2021-04-03|B.1.526	20	5	15	0	0
hCoV-19/USA/OH-UHTL-756/2021|EPI_ISL_2193397|2021-05-12|B.1.526	14	1	13	0	0
hCoV-19/USA/OH-21AM-083CO00495/2021|EPI_ISL_2382799|2021-03-24|B.1.526	17	3	14	0	0
hCoV-19/USA/OH-UHTL-942/2021|EPI_ISL_2547289|2021-05-25|B.1.526	15	3	12	0	0
